what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411609005477
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411609005587
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1411609005615
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1411609043970
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411609045851
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411609047220
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1411609049817
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411609053892
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411609060347
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1411609062924
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411609064484
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411609066022
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411609077733
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411609089198
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411609089325
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411609091211
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1411609102743
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1411609109161
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411609116255
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411609125521
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411609126917
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1411609130813
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1411609133291
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411609167997
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411609168096
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1411609168145
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411609171932
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411609173112
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411609174133
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411609174712
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411609175195
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411609175632
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411609176171
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411609176727
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411609177281
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411609180000
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411609186184
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411609243901
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411609339565
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411609363133
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411609368047
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411609384554
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411609395974
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411609395974
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1411609397147
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1411609403971
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411609407542
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1411609407586
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411609425835
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411609552321
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411609554644
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411609571933
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411609673044
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411609680982
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1411609694435
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411609696681
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1411609699926
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411609704201
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411609704469
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1411609706424
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411609707763
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411609717698
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411609730283
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411609741836
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411609744008
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1411609755268
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1411609761607
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1411609763576
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1411609770413
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1411609785432
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411609785977
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1411609791354
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1411609816398
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1411609822087
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1411609824893
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411609825688
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1411609854634
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411609855698
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411609865232
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411609879225
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411609912740
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1411609930947
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411609966072
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411609966854
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1411609999086
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1411610048092
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411610089430
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1411610111414
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1411610121686
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1411610139085
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1411610140690
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411610187869
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411610203617
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411610247150
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411610260980
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1411610274877
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411610283039
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411610289763
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1411610291775
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1411610293919
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411610295945
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411610302679
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411610303261
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411610303847
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411610304664
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411610305142
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411610305975
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411610364458
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411610365115
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411610450434
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411610452780
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411610483612
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411610492364
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411610510208
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411610541236
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411610562374
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1411610567540
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411610571967
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411610576148
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411610593027
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411610609043
