what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411607588437
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411607597748
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411607600133
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411607600921
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411607607653
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1411607609427
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1411607615151
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411607631865
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411607637122
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411607637368
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411607639674
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1411607665676
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1411607705452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411607723259
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411607730372
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411607730648
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411607732306
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411607734254
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411607736996
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411607739047
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411607740872
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411607745761
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1411607746842
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1411607751013
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411607762167
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411607781379
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1411607781411
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1411607789760
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1411607822718
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411607845803
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411607847878
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411607848119
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411607849769
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1411607856449
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1411607858364
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411607867473
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411607869495
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411607869737
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411607871186
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411607871196
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1411607876804
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411607880173
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411607884981
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411607888482
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1411607888622
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411607892370
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411607935133
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411607952911
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411607957190
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411607959630
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1411607970647
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1411607974365
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411607975604
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411607998250
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411607998295
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411608023022
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411608118385
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411608154903
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411608158963
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1411608161998
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411608195856
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411608233255
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1411608245910
